project_id,type,campaign_country,cluster,impressions,yes_answers,no_answers,gender,age_range,diff_survey_release,watching_rate_%,cluster_k_8
project_12,wi,FR,PSGFans,1221,0,0,MALE,35to44,25,0.0,4
project_6,vc,GB,Control,4102,22,35,MALE,35to44,-17,30.555555555555557,7
project_6,vc,DE,PRIMEOriginalSeries,2241,9,22,MALE,18to24,-17,20.930232558139533,5
project_2,vc,ES,Control,6600,0,0,MALE,25to34,-18,0.0,5
project_1,vc,AT,Feminism,23889,0,4,MALE,25to34,-111,0.0,1
project_9,wi,DE,Football,3224,33,83,MALE,25to34,3,27.049180327868854,6
project_5,wi,FR,FrenchCinemaTVSeries,11046,13,17,FEMALE,45to54,5,38.23529411764706,7
project_9,wi,DE,Football,3415,22,61,MALE,35to44,3,25.28735632183908,6
project_6,vc,DE,SpiesSecretOperations,2540,21,25,MALE,45to54,-17,28.0,5
project_2,vc,NO,Mixed_Segment_C,4136,0,1,FEMALE,35to44,-14,0.0,5
project_5,wi,FR,Families,241,0,0,MALE,18to24,5,0.0,4
project_4,vc,DE,PrimeVideoFans,1759,3,10,FEMALE,18to24,-18,5.454545454545454,5
project_6,wi,FR,PRIMEOriginalSeries,5878,2,3,MALE,25to34,84,16.666666666666668,0
project_5,vc,FR,FemaleCenteredInterests,14187,31,27,FEMALE,35to44,-14,35.22727272727273,2
project_1,vc,ES,Motherhood,5559,6,3,FEMALE,45to54,-153,37.5,1
project_2,vc,SE,Broad,2600,5,3,MALE,45to54,-14,62.5,7
project_6,vc,ES,SpiesSecretOperations,5440,19,17,MALE,25to34,-17,30.158730158730158,7
project_1,vc,GB,PopularDramaThrillerTV,4168,9,3,FEMALE,O55,-98,27.272727272727273,1
project_4,wi,DE,Thriller,8619,65,71,MALE,45to54,72,37.142857142857146,2
project_7,wi,FR,FrenchInfluencers,22830,1,0,FEMALE,45to54,21,50.0,7
project_3,wi,DE,PrimeVideoFans,1622,1,5,FEMALE,35to44,17,4.761904761904762,4
project_6,wi,DE,SpiesSecretOperations,2034,4,2,MALE,18to24,84,26.66666666666667,0
project_6,wi,ES,BrutalWitty,12850,0,6,FEMALE,18to24,83,0.0,0
project_14,wi,AT,Control,11410,0,0,MALE,18to24,81,0.0,0
project_6,wi,FR,SpiesSecretOperations,2522,4,5,FEMALE,25to34,84,30.76923076923077,0
project_7,wi,FR,CyprienFans,27933,17,10,MALE,35to44,21,50.0,7
project_1,vc,DE,Motherhood,3043,3,2,FEMALE,18to24,-111,10.344827586206897,1
project_10,wi,DE,YoungAdultsDrama,1324,2,11,MALE,35to44,119,9.523809523809524,0
project_11,wi,FR,HumoristCelebrities,3848,0,0,MALE,25to34,28,0.0,4
project_6,wi,ES,CastCrew,4676,50,6,FEMALE,45to54,83,66.66666666666667,2
project_11,wi,FR,HistoricalDramaComedy,12665,0,0,FEMALE,18to24,28,0.0,4
project_1,vc,AT,WomensFavouriteTV,22572,8,6,FEMALE,18to24,-111,17.391304347826086,1
project_2,wi,AT,USCulture,1236,0,1,FEMALE,45to54,13,0.0,4
project_7,wi,FR,FrenchComedy,13198,0,3,MALE,45to54,21,0.0,4
project_4,vc,DE,Spies,3560,12,26,MALE,45to54,-18,26.08695652173913,5
project_6,wi,FR,Control,3868,9,60,FEMALE,25to34,84,6.9767441860465125,0
project_2,vc,FI,Core,4718,3,10,FEMALE,18to24,-14,17.647058823529417,5
project_5,wi,FR,FrenchComedians,7830,5,86,MALE,25to34,5,4.950495049504951,6
project_2,vc,DK,Demo,1696,0,0,MALE,35to44,-14,0.0,5
project_8,vc,GB,TheCornettoTrilogy,2071,0,0,MALE,25to34,-7,0.0,5
project_5,vc,FR,Families,15304,17,61,MALE,35to44,-14,18.47826086956522,6
project_7,wi,FR,FrenchInfluencers,23950,109,26,FEMALE,18to24,21,52.15311004784689,2
project_10,wi,DE,BiographiesTrueStories,2947,8,15,FEMALE,45to54,119,33.333333333333336,0
project_2,wi,ES,SBC,4247,74,4,MALE,35to44,14,92.5,2
project_2,vc,PT,Mixed_Segment_E,8440,2,1,MALE,45to54,-15,50.0,7
project_7,wi,FR,PrimeVideoFans,41684,3,21,MALE,35to44,21,11.538461538461537,4
project_6,wi,ES,Control,5085,5,19,FEMALE,35to44,83,13.513513513513516,0
project_6,vc,FR,PRIMEOriginalSeries,3375,11,23,MALE,25to34,-17,26.190476190476193,5
project_5,wi,FR,StrongFemaleLeads,16498,72,37,FEMALE,25to34,5,43.63636363636363,2
project_2,vc,IE,Broad,4481,0,0,MALE,18to24,-14,0.0,5
project_4,wi,DE,SophisticatedCrimeTV,1625,6,4,MALE,35to44,72,42.857142857142854,0
project_1,vc,ES,PrimeVideoFans,6150,4,13,MALE,25to34,-153,18.181818181818183,1
project_4,vc,DE,Broad,1161,2,9,FEMALE,O55,-18,14.285714285714285,5
project_5,vc,FR,PrimeVideoFans,7121,59,6,FEMALE,35to44,-14,60.204081632653065,2
project_6,wi,ES,PRIMEOriginalSeries,5189,15,9,FEMALE,35to44,83,45.45454545454545,0
project_2,vc,SE,Mixed_Segment_E,4229,4,4,MALE,45to54,-14,44.444444444444436,7
project_10,wi,DE,Control,873,3,5,MALE,18to24,119,21.428571428571427,0
project_2,vc,ES,SBC,5101,0,0,MALE,18to24,-18,0.0,5
project_12,wi,FR,PSGFans,2890,0,0,FEMALE,18to24,25,0.0,4
project_4,wi,DE,Thriller,7764,32,40,FEMALE,45to54,72,26.016260162601622,0
project_3,wi,IT,DarkTV,3971,0,0,FEMALE,45to54,17,0.0,4
project_5,wi,FR,FemaleCenteredInterests,7360,5,43,MALE,35to44,5,8.928571428571429,4
project_11,wi,FR,Urban,7625,0,0,FEMALE,35to44,28,0.0,4
project_6,vc,GB,Control,3967,19,96,FEMALE,18to24,-17,10.43956043956044,6
project_11,wi,FR,PrimeVideoFans,6889,0,0,FEMALE,25to34,28,0.0,4
project_3,wi,DE,DarkTV,2380,1,2,MALE,35to44,17,2.2222222222222223,4
project_4,wi,DE,SophisticatedCrimeTV,1459,1,3,FEMALE,18to24,72,9.090909090909092,0
project_3,wi,FR,ComicBookTV,4345,0,0,MALE,25to34,17,0.0,4
project_1,vc,DE,BestOfMystery,5741,29,13,FEMALE,45to54,-111,29.896907216494853,1
project_10,wi,DE,GermanDrama,2157,3,18,MALE,25to34,119,12.5,0
project_6,wi,DE,CastCrew,2483,27,8,MALE,35to44,84,56.25,7
project_6,wi,DE,Action,2087,0,2,FEMALE,25to34,84,0.0,0
project_6,wi,ES,CastCrew,18067,42,24,MALE,25to34,83,52.5,2
project_11,wi,FR,HistoricalDramaComedy,12452,0,0,MALE,45to54,28,0.0,4
project_14,wi,AT,Mixed_Segment_E,12909,0,0,FEMALE,45to54,81,0.0,0
project_2,vc,DK,Broad,2014,0,0,MALE,35to44,-14,0.0,5
project_8,wi,GB,SimonPeggWright,2357,61,0,MALE,45to54,92,100.0,2
project_3,wi,DE,PrimeVideoFans,1588,2,6,MALE,45to54,17,8.0,4
project_2,wi,ES,Control,1739,0,6,FEMALE,O55,14,0.0,5
project_14,wi,DE,GermanyComedy,1772,2,2,FEMALE,18to24,81,28.57142857142857,0
project_1,vc,DE,Feminism,3168,0,2,MALE,45to54,-111,0.0,1
project_9,wi,DE,SportEntertainment,3833,30,69,MALE,35to44,3,27.777777777777782,6
project_12,wi,FR,SportEntertainment,4002,0,0,MALE,45to54,25,0.0,4
project_6,vc,DE,CastCrew,2313,23,16,MALE,25to34,-17,38.333333333333336,7
project_14,wi,AT,Control,11185,0,0,FEMALE,25to34,81,0.0,0
project_3,wi,IT,ComicBookTV,2490,0,0,FEMALE,18to24,17,0.0,4
project_6,vc,ES,TarantinoStyle,5396,13,16,MALE,25to34,-17,29.54545454545455,5
project_2,vc,PT,Demo,4631,15,8,MALE,18to24,-15,53.57142857142857,7
project_8,wi,GB,TheCornettoTrilogy,1952,68,2,MALE,35to44,92,94.44444444444444,2
project_1,vc,DE,Books,3267,1,4,FEMALE,O55,-111,8.333333333333334,1
project_2,vc,PT,Mixed_Segment_B,8946,7,1,MALE,35to44,-15,87.5,7
project_6,vc,GB,CastCrew,1811,17,10,FEMALE,45to54,-17,41.46341463414634,7
project_6,wi,DE,PRIMEOriginalSeries,1719,0,3,FEMALE,18to24,84,0.0,0
project_2,vc,FI,Broad,2031,1,3,MALE,O55,-14,25.0,5
project_4,wi,DE,GermanCrimeDrama,4588,20,12,FEMALE,35to44,72,33.333333333333336,0
project_12,wi,FR,Football,1983,0,0,MALE,45to54,25,0.0,4
project_11,wi,FR,PrimeVideoFans,4676,0,0,FEMALE,45to54,28,0.0,4
project_6,vc,GB,VengeanceSelfJustice,3366,19,8,MALE,35to44,-17,45.23809523809525,7
project_5,vc,FR,FrenchCinemaTVSeries,8645,4,29,MALE,45to54,-14,10.0,5
project_2,wi,ES,Control,1608,18,2,MALE,35to44,14,85.71428571428571,7
project_5,wi,FR,FemaleLedComedy,12963,37,228,MALE,18to24,5,11.077844311377245,6
project_6,vc,GB,CastCrew,2191,14,4,FEMALE,35to44,-17,41.1764705882353,7
project_6,vc,ES,Control,5374,45,16,FEMALE,35to44,-17,41.66666666666666,2
project_4,wi,DE,GermanCrimeDrama,4941,38,38,MALE,35to44,72,42.22222222222222,2
project_7,wi,FR,LudovikFans,37067,16,11,FEMALE,25to34,21,39.02439024390244,7
project_1,vc,ES,WomensFavouriteTV,12363,22,5,FEMALE,45to54,-153,45.83333333333334,1
project_6,vc,GB,SpiesSecretOperations,2426,23,10,FEMALE,45to54,-17,43.39622641509435,7
project_6,vc,ES,PRIMEOriginalSeries,4423,7,4,FEMALE,25to34,-17,53.846153846153854,7
project_6,wi,FR,Drama,2582,1,4,MALE,35to44,84,7.6923076923076925,0
project_2,vc,SE,Core,4217,11,7,FEMALE,18to24,-14,55.0,7
project_4,vc,DE,GermanCrimeDrama,2437,25,20,MALE,35to44,-18,48.07692307692307,7
project_12,wi,FR,FrenchCinema,3060,0,0,MALE,45to54,25,0.0,4
project_10,wi,DE,Book,634,1,8,MALE,O55,119,8.333333333333334,0
project_7,vc,FR,NatooFans,67099,23,32,FEMALE,35to44,-37,23.232323232323232,3
project_9,vc,DE,Football,8135,39,186,FEMALE,O55,-18,16.455696202531644,6
project_6,wi,GB,SpiesSecretOperations,3299,18,14,MALE,45to54,84,45.0,0
project_12,wi,FR,FootballEntertainment,4134,0,0,MALE,18to24,25,0.0,4
project_6,wi,DE,BrutalWitty,1602,0,7,FEMALE,35to44,84,0.0,0
project_7,vc,FR,Gamers,64065,6,13,MALE,45to54,-37,16.216216216216218,3
project_6,wi,FR,BrutalWitty,3240,3,21,MALE,45to54,84,7.5,0
project_3,wi,FR,ComicBookTV,4525,0,0,MALE,35to44,17,0.0,4
project_7,vc,FR,Gamers,78960,16,95,MALE,35to44,-37,11.764705882352944,3
project_1,vc,GB,FemaleLedDrama,5396,3,18,MALE,35to44,-98,8.823529411764708,1
project_5,vc,FR,FrenchComedians,13395,33,33,FEMALE,45to54,-14,41.25,2
project_1,vc,ES,WomensFavouriteTV,10512,18,1,FEMALE,O55,-153,52.941176470588225,1
project_6,vc,ES,Action,3700,8,2,FEMALE,35to44,-17,40.0,7
project_7,vc,FR,Comedy,73460,19,51,MALE,45to54,-37,19.19191919191919,3
project_5,wi,FR,EmpowermentFeminismBodyPositivity,5938,31,27,FEMALE,18to24,5,35.22727272727273,7
project_14,wi,AT,GermanComedy,5733,0,0,FEMALE,45to54,81,0.0,0
project_1,wi,GB,MysteryThriller,2110,1,6,FEMALE,18to24,-53,9.090909090909092,5
project_5,vc,FR,Teens,13842,53,55,FEMALE,25to34,-14,25.853658536585368,2
project_1,vc,DE,Books,3302,0,10,MALE,18to24,-111,0.0,1
project_1,vc,AT,PrimeVideoFans,19507,2,4,MALE,18to24,-111,10.0,1
project_4,vc,DE,Extended,1842,5,6,FEMALE,25to34,-18,14.705882352941178,5
project_9,vc,DE,FootballEntertainment,7014,49,105,FEMALE,35to44,-18,27.07182320441989,6
project_2,vc,ES,Comedy,7957,0,0,FEMALE,O55,-18,0.0,5
project_6,wi,DE,CastCrew,1501,10,6,FEMALE,35to44,84,52.631578947368425,0
project_1,vc,DE,PrimeVideoFans,3368,9,15,FEMALE,45to54,-111,15.517241379310345,1
project_5,vc,FR,Moviegoers,14356,46,21,FEMALE,35to44,-14,46.938775510204074,2
project_14,wi,AT,GermanComedyStandUp,3384,4,0,FEMALE,18to24,81,40.0,0
project_10,wi,DE,Book,967,4,3,MALE,35to44,119,44.444444444444436,0
project_8,vc,GB,ViewedFlockSpots,237,0,0,FEMALE,O55,-7,0.0,5
project_5,wi,FR,ComedyDramedy,12899,47,23,FEMALE,35to44,5,44.76190476190475,2
project_9,wi,DE,SportEntertainment,4232,19,47,FEMALE,45to54,3,27.142857142857146,5
project_1,vc,GB,DarkFemaleLedTV,5125,12,9,MALE,25to34,-98,35.29411764705883,1
project_2,vc,ES,SBC,3646,0,0,FEMALE,25to34,-18,0.0,5
project_14,wi,DE,GermanyComedy,3571,23,20,MALE,25to34,81,35.9375,0
project_3,wi,IT,VisuallyArresting,1916,0,0,FEMALE,45to54,17,0.0,4
project_4,wi,DE,Crime,11028,80,53,MALE,35to44,72,45.714285714285715,2
project_5,wi,FR,BarreDancePoleFitnessEnthusiasts,3973,6,20,FEMALE,45to54,5,16.666666666666668,4
project_6,vc,FR,VengeanceSelfJustice,2576,14,3,FEMALE,45to54,-17,53.846153846153854,7
project_2,wi,ES,OffensiveComedy,10246,2,9,FEMALE,O55,14,15.384615384615385,5
project_13,wi,FR,PrimeVideoFans,1528,0,0,FEMALE,45to54,4,0.0,4
project_7,wi,FR,FrenchComedy,10272,55,16,FEMALE,18to24,21,56.122448979591844,2
project_4,vc,DE,GermanPostWarHistory,5236,14,27,MALE,25to34,-18,27.450980392156858,5
project_2,wi,ES,OffensiveComedy,6530,20,15,MALE,45to54,14,55.555555555555564,7
project_14,wi,DE,GermanyComedy,2213,1,20,MALE,O55,81,2.7777777777777777,0
project_2,wi,AT,USCulture,983,3,1,FEMALE,O55,13,60.0,7
project_1,vc,ES,BestOfMystery,10648,4,9,MALE,O55,-153,18.181818181818183,1
project_14,wi,AT,Mixed_Segment_F,10362,0,0,MALE,O55,81,0.0,0
project_2,wi,ES,OffensiveComedy,8181,23,27,FEMALE,35to44,14,44.230769230769226,7
project_14,wi,DE,GermanComedyStandUp,3367,26,19,MALE,25to34,81,34.666666666666664,0
project_7,wi,FR,LudovikFans,20070,1,1,MALE,45to54,21,50.0,7
project_2,vc,FI,Mixed_Segment_D,4791,0,0,FEMALE,35to44,-14,0.0,5
project_6,wi,ES,Drama,5180,1,11,MALE,25to34,83,6.666666666666668,0
project_2,vc,FI,Demo,1944,5,8,FEMALE,25to34,-14,38.46153846153846,7
project_3,wi,IT,VisuallyArresting,2663,0,0,FEMALE,25to34,17,0.0,4
project_8,vc,GB,FlockAudiences,2497,0,0,MALE,45to54,-7,0.0,5
project_9,vc,DE,Football,9426,37,118,FEMALE,25to34,-18,18.40796019900497,6
project_6,wi,ES,SpiesSecretOperations,30190,2,7,FEMALE,25to34,83,20.0,0
project_1,vc,GB,DarkFemaleLedTV,3515,14,0,FEMALE,O55,-98,31.818181818181817,1
project_4,vc,DE,Interest,1393,1,0,FEMALE,18to24,-18,16.666666666666668,5
project_10,wi,DE,Berlin,1122,2,7,FEMALE,25to34,119,14.285714285714285,0
project_4,wi,DE,GermanCrimeDrama,5273,36,30,MALE,45to54,72,45.0,7
project_8,vc,GB,Control,1347,0,0,MALE,O55,-7,0.0,5
project_6,wi,DE,CastCrew,8497,13,9,FEMALE,25to34,84,40.625,0
project_1,wi,NL,FemaleLedDrama,5368,1,3,FEMALE,18to24,-53,3.4482758620689653,5
project_7,wi,FR,PrimeVideoFans,19779,6,5,FEMALE,25to34,21,27.272727272727273,4
project_2,vc,NO,Core,3045,11,6,FEMALE,35to44,-14,55.0,7
project_6,wi,GB,VengeanceSelfJustice,3672,29,6,MALE,35to44,84,63.04347826086956,7
project_1,wi,GB,DarkFemaleLedTV,2668,12,0,FEMALE,45to54,-53,66.66666666666667,7
project_7,vc,FR,PrimeVideoFans,52342,9,32,FEMALE,45to54,-37,15.517241379310345,3
project_2,vc,NO,Broad,2280,2,0,FEMALE,35to44,-14,100.0,7
project_1,wi,GB,DarkFemaleLedTV,6857,2,1,MALE,O55,-53,22.222222222222218,5
project_6,wi,DE,Drama,1641,1,2,MALE,18to24,84,11.111111111111109,0
project_2,vc,IE,Mixed_Segment_D,8342,0,0,MALE,25to34,-14,0.0,5
project_6,vc,GB,Action,1905,7,1,FEMALE,45to54,-17,43.75,7
project_6,wi,FR,Control,4684,11,42,MALE,35to44,84,12.790697674418604,0
project_10,wi,DE,Book,1087,3,5,FEMALE,35to44,119,20.0,0
project_11,wi,FR,HumoristCelebrities,6236,0,0,FEMALE,18to24,28,0.0,4
project_3,wi,DE,Dystopian,1941,2,4,MALE,45to54,17,6.25,4
project_14,wi,DE,GermanComedyStandUp,1988,5,19,MALE,O55,81,13.157894736842106,0
project_6,vc,GB,Control,4755,24,82,MALE,25to34,-17,16.901408450704224,6
project_11,wi,FR,Rural,4095,0,0,MALE,25to34,28,0.0,4
project_6,vc,DE,PRIMEOriginalSeries,2076,5,24,FEMALE,45to54,-17,9.615384615384617,5
project_6,vc,FR,Drama,3424,7,37,MALE,18to24,-17,9.722222222222221,5
project_14,wi,DE,GermanyComedy,2287,7,18,FEMALE,25to34,81,17.073170731707318,0
project_5,wi,FR,ViewedPrimeVideoCampaigns,6709,12,84,MALE,25to34,5,10.619469026548671,6
project_10,wi,DE,BiographiesTrueStories,1844,6,17,MALE,45to54,119,23.07692307692308,0
project_6,wi,FR,VengeanceSelfJustice,2496,6,0,FEMALE,35to44,84,27.272727272727273,0
project_6,wi,FR,Action,762,1,1,FEMALE,25to34,84,14.285714285714285,0
project_2,vc,SE,Demo,2230,5,3,FEMALE,25to34,-14,45.45454545454545,7
project_8,vc,GB,ComedyHorror,1977,0,0,FEMALE,45to54,-7,0.0,5
project_1,vc,AT,Books,19925,5,14,MALE,45to54,-111,13.888888888888891,1
project_6,wi,ES,SpiesSecretOperations,5759,7,9,MALE,25to34,83,29.16666666666667,0
project_6,wi,FR,SpiesSecretOperations,2261,3,2,FEMALE,35to44,84,20.0,0
project_2,vc,DK,Demo,1962,0,0,FEMALE,45to54,-14,0.0,5
project_2,vc,SE,Demo,1065,0,10,FEMALE,O55,-14,0.0,5
project_2,vc,IE,Demo,4484,0,0,FEMALE,35to44,-14,0.0,5
project_1,vc,DE,FemaleLedDramaMovies,11061,2,7,FEMALE,O55,-111,18.181818181818183,1
project_10,wi,DE,DrugsonScreen,1538,5,15,MALE,45to54,119,19.23076923076923,0
project_1,vc,DE,PopularDrama,21218,51,15,FEMALE,35to44,-111,34.693877551020414,2
project_4,vc,DE,GermanProductions,3222,9,4,FEMALE,25to34,-18,37.5,5
project_2,vc,PT,Core,7576,21,17,FEMALE,25to34,-15,50.0,7
project_6,wi,FR,VengeanceSelfJustice,6052,4,15,FEMALE,25to34,84,10.810810810810812,0
project_1,vc,AT,FemaleLedDramaMovies,24704,4,16,MALE,45to54,-111,10.256410256410255,1
project_2,vc,DK,Broad,2138,0,0,MALE,45to54,-14,0.0,5
project_2,vc,DK,Broad,1736,0,0,FEMALE,25to34,-14,0.0,5
project_7,vc,FR,PrimeVideoFans,50798,4,23,MALE,45to54,-37,7.84313725490196,3
project_7,wi,FR,Comedy,13557,23,13,FEMALE,25to34,21,36.507936507936506,7
project_7,vc,FR,McflyCarlito,89948,9,30,MALE,18to24,-37,14.516129032258064,3
project_5,wi,FR,PrimeVideoFans,3660,33,8,FEMALE,25to34,5,58.92857142857143,7
project_7,wi,FR,FrenchComedy,16558,27,16,FEMALE,25to34,21,48.214285714285715,7
project_6,wi,GB,VengeanceSelfJustice,2252,7,2,FEMALE,35to44,84,35.0,0
project_2,vc,FI,Mixed_Segment_D,4623,1,1,MALE,25to34,-14,50.0,7
project_2,wi,AT,SBC,2149,21,1,MALE,18to24,13,87.5,7
project_1,vc,ES,Books,5464,1,1,MALE,45to54,-153,25.0,1
project_5,vc,FR,ComedyDramedy,7493,38,29,FEMALE,18to24,-14,31.404958677685947,2
project_1,vc,AT,Feminism,18041,5,11,FEMALE,18to24,-111,10.0,1
project_4,wi,DE,Spies,8184,31,72,MALE,O55,72,22.142857142857146,6
project_6,wi,GB,SpiesSecretOperations,8589,10,30,FEMALE,25to34,84,19.607843137254907,0
project_2,vc,ES,OffensiveComedy,8103,0,0,MALE,35to44,-18,0.0,5
project_6,vc,ES,VengeanceSelfJustice,5760,10,50,MALE,18to24,-17,13.333333333333336,5
project_3,wi,NL,Dystopian,10244,11,56,MALE,25to34,42,13.095238095238097,4
project_4,wi,DE,Thriller,6910,26,69,FEMALE,O55,72,16.149068322981368,0
project_6,wi,FR,Control,11920,21,140,MALE,18to24,84,7.865168539325843,6
project_8,vc,GB,FlockAudiences,2056,0,0,FEMALE,35to44,-7,0.0,5
project_6,wi,GB,VengeanceSelfJustice,4254,37,12,MALE,25to34,84,52.11267605633803,7
project_8,vc,GB,FlockAudiences,2942,0,0,MALE,18to24,-7,0.0,5
project_8,vc,GB,IrreverentBritishTVComedy,2141,0,0,FEMALE,25to34,-7,0.0,5
project_2,wi,ES,SBC,7035,95,7,MALE,25to34,14,90.4761904761905,2
project_10,wi,DE,GermanDrama,1256,8,15,MALE,45to54,119,33.333333333333336,0
project_11,wi,FR,PrimeVideoFans,5536,0,0,MALE,18to24,28,0.0,4
project_1,vc,ES,FemaleLedDramaMovies,9911,20,1,FEMALE,O55,-153,68.96551724137932,1
project_2,vc,DK,Mixed_Segment_A,3622,0,0,MALE,25to34,-14,0.0,5
project_1,vc,ES,Motherhood,6195,8,0,FEMALE,25to34,-153,88.8888888888889,7
project_6,vc,ES,VengeanceSelfJustice,6811,40,67,MALE,25to34,-17,27.210884353741488,6
project_3,wi,FR,PrimeVideoFans,2799,0,0,MALE,45to54,17,0.0,4
project_1,wi,NL,DarkFemaleLedTV,2578,4,6,FEMALE,18to24,-53,11.428571428571427,5
project_7,wi,FR,FrenchInfluencers,1917,1,12,FEMALE,45to54,21,2.5,4
project_6,wi,ES,Drama,8947,2,0,FEMALE,25to34,83,66.66666666666667,7
project_1,vc,DE,FemaleLedDramaMovies,10855,24,9,FEMALE,35to44,-111,24.489795918367342,1
project_14,wi,DE,Mixed_Segment_A,12262,0,0,FEMALE,25to34,81,0.0,0
project_4,vc,DE,Core,2041,34,27,MALE,35to44,-18,44.73684210526316,7
project_12,wi,FR,FrenchCinema,3238,0,0,MALE,18to24,25,0.0,4
project_5,wi,FR,Singles,5919,12,19,FEMALE,45to54,5,34.285714285714285,7
project_10,wi,DE,Berlin,886,0,8,MALE,25to34,119,0.0,0
project_6,vc,FR,Drama,3485,9,30,MALE,25to34,-17,18.0,5
project_2,wi,AT,Comedy,5743,5,5,MALE,45to54,13,45.45454545454545,7
project_14,wi,AT,Mixed_Segment_C,11767,0,0,FEMALE,35to44,81,0.0,0
project_3,wi,DE,DarkTV,1615,0,10,FEMALE,45to54,17,0.0,4
project_2,vc,PT,Broad,4911,2,1,MALE,35to44,-15,66.66666666666667,7
project_2,vc,SE,Mixed_Segment_D,5357,11,5,MALE,25to34,-14,68.75,7
project_14,wi,AT,GermanComedyStandUp,18835,5,3,MALE,25to34,81,26.315789473684212,0
project_2,wi,AT,SBC,3651,1,4,FEMALE,O55,13,20.0,5
project_9,vc,DE,FootballEntertainment,6089,29,102,MALE,O55,-18,19.727891156462587,6
project_6,wi,FR,CastCrew,2484,9,5,FEMALE,45to54,84,42.857142857142854,0
project_1,vc,DE,BestOfMystery,12348,8,9,MALE,18to24,-111,30.76923076923077,1
project_4,vc,DE,Spies,4450,6,15,MALE,18to24,-18,19.354838709677423,5
project_6,vc,DE,BrutalWitty,1982,0,19,MALE,45to54,-17,0.0,5
project_1,wi,NL,WomensFavouriteTV,6094,2,5,FEMALE,25to34,-53,7.142857142857142,5
project_4,wi,DE,GermanCrimeDrama,3644,13,27,FEMALE,O55,72,22.807017543859647,0
project_10,wi,DE,Book,950,3,4,MALE,45to54,119,33.333333333333336,0
project_3,wi,NL,VisuallyArresting,5972,2,45,MALE,O55,42,4.0,4
project_1,vc,DE,BestOfMystery,9191,4,4,FEMALE,18to24,-111,26.66666666666667,1
project_12,wi,FR,SportEntertainment,4030,0,0,MALE,35to44,25,0.0,4
project_6,wi,GB,BrutalWitty,3063,5,17,FEMALE,25to34,84,11.363636363636365,0
project_1,vc,GB,DarkFemaleLedTV,3237,4,3,MALE,45to54,-98,36.36363636363637,1
project_8,vc,GB,BestOfComedy,1732,0,0,FEMALE,35to44,-7,0.0,5
project_6,wi,FR,BrutalWitty,4118,18,8,MALE,35to44,84,33.9622641509434,0
project_6,wi,ES,VengeanceSelfJustice,10192,13,13,MALE,25to34,83,41.935483870967744,0
project_14,wi,AT,StandUp,4318,0,2,MALE,18to24,81,0.0,0
project_11,wi,FR,ComedyHistoricalLiterature,6846,0,0,FEMALE,35to44,28,0.0,4
project_1,vc,DE,Feminism,6526,0,0,FEMALE,O55,-111,0.0,1
project_1,vc,AT,DarkFemaleLedTV,22356,16,6,FEMALE,45to54,-111,23.529411764705888,1
project_1,vc,GB,MysteryThriller,6448,26,1,FEMALE,35to44,-98,39.39393939393939,1
project_1,vc,AT,PopularDrama,22742,7,16,FEMALE,45to54,-111,12.5,1
project_7,wi,FR,RealityTVHits,19453,8,41,MALE,35to44,21,13.559322033898303,4
project_1,vc,AT,Books,24776,0,7,MALE,25to34,-111,0.0,1
project_5,vc,FR,FrenchCinemaTVSeries,8410,16,54,MALE,35to44,-14,20.512820512820515,6
project_1,wi,NL,FemaleLedDrama,4632,0,1,MALE,45to54,-53,0.0,5
project_5,wi,FR,StrongFemaleLeads,19802,88,72,FEMALE,18to24,5,35.059760956175296,2
project_6,vc,FR,VengeanceSelfJustice,3655,17,50,MALE,18to24,-17,18.08510638297872,5
project_1,vc,DE,PrimeVideoFans,22277,3,18,MALE,35to44,-111,10.0,1
project_2,wi,ES,OffensiveComedy,17759,24,22,FEMALE,18to24,14,51.06382978723404,7
project_1,vc,AT,Cast,10228,3,3,FEMALE,25to34,-111,11.111111111111109,1
project_1,vc,GB,WomensFavouriteTV,2537,0,2,MALE,O55,-98,0.0,1
project_5,vc,FR,PrimeVideoFans,5282,32,8,FEMALE,45to54,-14,48.48484848484848,7
project_6,vc,DE,Drama,1567,1,10,FEMALE,45to54,-17,5.5555555555555545,5
project_2,wi,ES,Comedy,6771,46,8,MALE,25to34,14,79.3103448275862,7
project_1,vc,AT,Cast,11752,0,3,MALE,25to34,-111,0.0,1
project_3,wi,DE,DarkTV,2054,0,6,FEMALE,35to44,17,0.0,4
project_7,vc,FR,McflyCarlito,98151,5,40,FEMALE,25to34,-37,5.617977528089888,3
project_5,vc,FR,FrenchCinemaTVSeries,7525,29,12,FEMALE,18to24,-14,31.52173913043478,7
project_6,wi,GB,BrutalWitty,2401,4,4,FEMALE,35to44,84,16.0,0
project_4,vc,DE,Core,2032,17,11,MALE,25to34,-18,39.53488372093023,7
project_1,vc,DE,DarkFemaleLedTV,6926,3,15,MALE,18to24,-111,8.571428571428571,1
project_10,wi,DE,YoungAdultsDrama,1546,4,13,FEMALE,25to34,119,12.903225806451614,0
project_2,vc,IE,Core,7699,0,0,FEMALE,25to34,-14,0.0,5
project_5,vc,FR,ViewedPrimeVideoCampaigns,17769,20,116,MALE,35to44,-14,12.422360248447205,6
project_6,wi,FR,VengeanceSelfJustice,4438,32,22,MALE,25to34,84,33.333333333333336,0
project_4,vc,DE,SophisticatedCrimeTV,3406,9,11,FEMALE,18to24,-18,23.07692307692308,5
