project_id,type,campaign_country,cluster,survey_date,release_date,impressions,yes_answers,no_answers,gender,age_range,diff_survey_release,watching_rate_%
project_2,vc,NO,Core,2020-11-06,2020-10-23,3045,11,6,FEMALE,35to44,-14,55.0
project_6,wi,GB,VengeanceSelfJustice,2019-11-29,2020-02-21,3672,29,6,MALE,35to44,84,63.04347826086956
project_1,wi,GB,DarkFemaleLedTV,2020-05-10,2020-03-18,2668,12,0,FEMALE,45to54,-53,66.66666666666667
project_7,vc,FR,PrimeVideoFans,2020-07-12,2020-06-05,52342,9,32,FEMALE,45to54,-37,15.517241379310345
project_2,vc,NO,Broad,2020-11-06,2020-10-23,2280,2,0,FEMALE,35to44,-14,100.0
project_1,wi,GB,DarkFemaleLedTV,2020-05-10,2020-03-18,6857,2,1,MALE,O55,-53,22.22222222222222
project_6,wi,DE,Drama,2019-11-29,2020-02-21,1641,1,2,MALE,18to24,84,11.11111111111111
project_2,vc,IE,Mixed_Segment_D,2020-11-06,2020-10-23,8342,0,0,MALE,25to34,-14,0.0
project_6,vc,GB,Action,2020-03-09,2020-02-21,1905,7,1,FEMALE,45to54,-17,43.75
project_6,wi,FR,Control,2019-11-29,2020-02-21,4684,11,42,MALE,35to44,84,12.790697674418604
project_10,wi,DE,Book,2020-10-23,2021-02-19,1087,3,5,FEMALE,35to44,119,20.0
project_11,wi,FR,HumoristCelebrities,2020-08-21,2020-09-18,6236,0,0,FEMALE,18to24,28,0.0
project_3,wi,DE,Dystopian,2020-09-08,2020-09-25,1941,2,4,MALE,45to54,17,6.25
project_14,wi,DE,GermanComedyStandUp,2020-09-14,2020-12-04,1988,5,19,MALE,O55,81,13.157894736842104
project_6,vc,GB,Control,2020-03-09,2020-02-21,4755,24,82,MALE,25to34,-17,16.901408450704224
project_11,wi,FR,Rural,2020-08-21,2020-09-18,4095,0,0,MALE,25to34,28,0.0
project_6,vc,DE,PRIMEOriginalSeries,2020-03-09,2020-02-21,2076,5,24,FEMALE,45to54,-17,9.615384615384615
project_6,vc,FR,Drama,2020-03-09,2020-02-21,3424,7,37,MALE,18to24,-17,9.722222222222221
project_14,wi,DE,GermanyComedy,2020-09-14,2020-12-04,2287,7,18,FEMALE,25to34,81,17.073170731707318
project_5,wi,FR,ViewedPrimeVideoCampaigns,2020-04-10,2020-04-15,6709,12,84,MALE,25to34,5,10.619469026548673
project_10,wi,DE,BiographiesTrueStories,2020-10-23,2021-02-19,1844,6,17,MALE,45to54,119,23.076923076923077
project_6,wi,FR,VengeanceSelfJustice,2019-11-29,2020-02-21,2496,6,0,FEMALE,35to44,84,27.272727272727273
project_6,wi,FR,Action,2019-11-29,2020-02-21,762,1,1,FEMALE,25to34,84,14.285714285714286
project_2,vc,SE,Demo,2020-11-06,2020-10-23,2230,5,3,FEMALE,25to34,-14,45.45454545454545
project_8,vc,GB,ComedyHorror,2020-11-06,2020-10-30,1977,0,0,FEMALE,45to54,-7,0.0
project_1,vc,AT,Books,2020-07-07,2020-03-18,19925,5,14,MALE,45to54,-111,13.88888888888889
project_6,wi,ES,SpiesSecretOperations,2019-11-30,2020-02-21,5759,7,9,MALE,25to34,83,29.166666666666668
project_6,wi,FR,SpiesSecretOperations,2019-11-29,2020-02-21,2261,3,2,FEMALE,35to44,84,20.0
project_2,vc,DK,Demo,2020-11-06,2020-10-23,1962,0,0,FEMALE,45to54,-14,0.0
project_2,vc,SE,Demo,2020-11-06,2020-10-23,1065,0,10,FEMALE,O55,-14,0.0
project_2,vc,IE,Demo,2020-11-06,2020-10-23,4484,0,0,FEMALE,35to44,-14,0.0
project_1,vc,DE,FemaleLedDramaMovies,2020-07-07,2020-03-18,11061,2,7,FEMALE,O55,-111,18.181818181818183
project_10,wi,DE,DrugsonScreen,2020-10-23,2021-02-19,1538,5,15,MALE,45to54,119,19.23076923076923
project_1,vc,DE,PopularDrama,2020-07-07,2020-03-18,21218,51,15,FEMALE,35to44,-111,34.69387755102041
project_4,vc,DE,GermanProductions,2020-10-13,2020-09-25,3222,9,4,FEMALE,25to34,-18,37.5
project_2,vc,PT,Core,2020-11-07,2020-10-23,7576,21,17,FEMALE,25to34,-15,50.0
project_6,wi,FR,VengeanceSelfJustice,2019-11-29,2020-02-21,6052,4,15,FEMALE,25to34,84,10.81081081081081
project_1,vc,AT,FemaleLedDramaMovies,2020-07-07,2020-03-18,24704,4,16,MALE,45to54,-111,10.256410256410257
project_2,vc,DK,Broad,2020-11-06,2020-10-23,2138,0,0,MALE,45to54,-14,0.0
project_2,vc,DK,Broad,2020-11-06,2020-10-23,1736,0,0,FEMALE,25to34,-14,0.0
project_7,vc,FR,PrimeVideoFans,2020-07-12,2020-06-05,50798,4,23,MALE,45to54,-37,7.8431372549019605
project_7,wi,FR,Comedy,2020-05-15,2020-06-05,13557,23,13,FEMALE,25to34,21,36.507936507936506
project_7,vc,FR,McflyCarlito,2020-07-12,2020-06-05,89948,9,30,MALE,18to24,-37,14.516129032258064
project_5,wi,FR,PrimeVideoFans,2020-04-10,2020-04-15,3660,33,8,FEMALE,25to34,5,58.92857142857143
project_7,wi,FR,FrenchComedy,2020-05-15,2020-06-05,16558,27,16,FEMALE,25to34,21,48.214285714285715
project_6,wi,GB,VengeanceSelfJustice,2019-11-29,2020-02-21,2252,7,2,FEMALE,35to44,84,35.0
project_2,vc,FI,Mixed_Segment_D,2020-11-06,2020-10-23,4623,1,1,MALE,25to34,-14,50.0
project_2,wi,AT,SBC,2020-10-10,2020-10-23,2149,21,1,MALE,18to24,13,87.5
project_1,vc,ES,Books,2020-08-18,2020-03-18,5464,1,1,MALE,45to54,-153,25.0
project_5,vc,FR,ComedyDramedy,2020-04-29,2020-04-15,7493,38,29,FEMALE,18to24,-14,31.40495867768595
project_1,vc,AT,Feminism,2020-07-07,2020-03-18,18041,5,11,FEMALE,18to24,-111,10.0
project_4,wi,DE,Spies,2020-07-15,2020-09-25,8184,31,72,MALE,O55,72,22.142857142857142
project_6,wi,GB,SpiesSecretOperations,2019-11-29,2020-02-21,8589,10,30,FEMALE,25to34,84,19.607843137254903
project_2,vc,ES,OffensiveComedy,2020-11-10,2020-10-23,8103,0,0,MALE,35to44,-18,0.0
project_6,vc,ES,VengeanceSelfJustice,2020-03-09,2020-02-21,5760,10,50,MALE,18to24,-17,13.333333333333334
project_3,wi,NL,Dystopian,2020-08-14,2020-09-25,10244,11,56,MALE,25to34,42,13.095238095238095
project_4,wi,DE,Thriller,2020-07-15,2020-09-25,6910,26,69,FEMALE,O55,72,16.149068322981368
project_6,wi,FR,Control,2019-11-29,2020-02-21,11920,21,140,MALE,18to24,84,7.865168539325842
project_8,vc,GB,FlockAudiences,2020-11-06,2020-10-30,2056,0,0,FEMALE,35to44,-7,0.0
project_6,wi,GB,VengeanceSelfJustice,2019-11-29,2020-02-21,4254,37,12,MALE,25to34,84,52.11267605633803
project_8,vc,GB,FlockAudiences,2020-11-06,2020-10-30,2942,0,0,MALE,18to24,-7,0.0
project_8,vc,GB,IrreverentBritishTVComedy,2020-11-06,2020-10-30,2141,0,0,FEMALE,25to34,-7,0.0
project_2,wi,ES,SBC,2020-10-09,2020-10-23,7035,95,7,MALE,25to34,14,90.47619047619048
project_10,wi,DE,GermanDrama,2020-10-23,2021-02-19,1256,8,15,MALE,45to54,119,33.333333333333336
project_11,wi,FR,PrimeVideoFans,2020-08-21,2020-09-18,5536,0,0,MALE,18to24,28,0.0
project_1,vc,ES,FemaleLedDramaMovies,2020-08-18,2020-03-18,9911,20,1,FEMALE,O55,-153,68.96551724137932
project_2,vc,DK,Mixed_Segment_A,2020-11-06,2020-10-23,3622,0,0,MALE,25to34,-14,0.0
project_1,vc,ES,Motherhood,2020-08-18,2020-03-18,6195,8,0,FEMALE,25to34,-153,88.88888888888889
project_6,vc,ES,VengeanceSelfJustice,2020-03-09,2020-02-21,6811,40,67,MALE,25to34,-17,27.210884353741495
project_3,wi,FR,PrimeVideoFans,2020-09-08,2020-09-25,2799,0,0,MALE,45to54,17,0.0
project_1,wi,NL,DarkFemaleLedTV,2020-05-10,2020-03-18,2578,4,6,FEMALE,18to24,-53,11.428571428571429
project_7,wi,FR,FrenchInfluencers,2020-05-15,2020-06-05,1917,1,12,FEMALE,45to54,21,2.5
project_6,wi,ES,Drama,2019-11-30,2020-02-21,8947,2,0,FEMALE,25to34,83,66.66666666666667
project_1,vc,DE,FemaleLedDramaMovies,2020-07-07,2020-03-18,10855,24,9,FEMALE,35to44,-111,24.489795918367346
project_14,wi,DE,Mixed_Segment_A,2020-09-14,2020-12-04,12262,0,0,FEMALE,25to34,81,0.0
project_4,vc,DE,Core,2020-10-13,2020-09-25,2041,34,27,MALE,35to44,-18,44.73684210526316
project_12,wi,FR,FrenchCinema,2020-08-21,2020-09-15,3238,0,0,MALE,18to24,25,0.0
project_5,wi,FR,Singles,2020-04-10,2020-04-15,5919,12,19,FEMALE,45to54,5,34.285714285714285
project_10,wi,DE,Berlin,2020-10-23,2021-02-19,886,0,8,MALE,25to34,119,0.0
project_6,vc,FR,Drama,2020-03-09,2020-02-21,3485,9,30,MALE,25to34,-17,18.0
project_2,wi,AT,Comedy,2020-10-10,2020-10-23,5743,5,5,MALE,45to54,13,45.45454545454545
project_14,wi,AT,Mixed_Segment_C,2020-09-14,2020-12-04,11767,0,0,FEMALE,35to44,81,0.0
project_3,wi,DE,DarkTV,2020-09-08,2020-09-25,1615,0,10,FEMALE,45to54,17,0.0
project_2,vc,PT,Broad,2020-11-07,2020-10-23,4911,2,1,MALE,35to44,-15,66.66666666666667
project_2,vc,SE,Mixed_Segment_D,2020-11-06,2020-10-23,5357,11,5,MALE,25to34,-14,68.75
project_14,wi,AT,GermanComedyStandUp,2020-09-14,2020-12-04,18835,5,3,MALE,25to34,81,26.31578947368421
project_2,wi,AT,SBC,2020-10-10,2020-10-23,3651,1,4,FEMALE,O55,13,20.0
project_9,vc,DE,FootballEntertainment,2020-06-23,2020-06-05,6089,29,102,MALE,O55,-18,19.727891156462587
project_6,wi,FR,CastCrew,2019-11-29,2020-02-21,2484,9,5,FEMALE,45to54,84,42.857142857142854
project_1,vc,DE,BestOfMystery,2020-07-07,2020-03-18,12348,8,9,MALE,18to24,-111,30.76923076923077
project_4,vc,DE,Spies,2020-10-13,2020-09-25,4450,6,15,MALE,18to24,-18,19.35483870967742
project_6,vc,DE,BrutalWitty,2020-03-09,2020-02-21,1982,0,19,MALE,45to54,-17,0.0
project_1,wi,NL,WomensFavouriteTV,2020-05-10,2020-03-18,6094,2,5,FEMALE,25to34,-53,7.142857142857143
project_4,wi,DE,GermanCrimeDrama,2020-07-15,2020-09-25,3644,13,27,FEMALE,O55,72,22.80701754385965
project_10,wi,DE,Book,2020-10-23,2021-02-19,950,3,4,MALE,45to54,119,33.333333333333336
project_3,wi,NL,VisuallyArresting,2020-08-14,2020-09-25,5972,2,45,MALE,O55,42,4.0
project_1,vc,DE,BestOfMystery,2020-07-07,2020-03-18,9191,4,4,FEMALE,18to24,-111,26.666666666666668
project_12,wi,FR,SportEntertainment,2020-08-21,2020-09-15,4030,0,0,MALE,35to44,25,0.0
project_6,wi,GB,BrutalWitty,2019-11-29,2020-02-21,3063,5,17,FEMALE,25to34,84,11.363636363636363
project_1,vc,GB,DarkFemaleLedTV,2020-06-24,2020-03-18,3237,4,3,MALE,45to54,-98,36.36363636363637
project_8,vc,GB,BestOfComedy,2020-11-06,2020-10-30,1732,0,0,FEMALE,35to44,-7,0.0
project_6,wi,FR,BrutalWitty,2019-11-29,2020-02-21,4118,18,8,MALE,35to44,84,33.9622641509434
project_6,wi,ES,VengeanceSelfJustice,2019-11-30,2020-02-21,10192,13,13,MALE,25to34,83,41.935483870967744
project_14,wi,AT,StandUp,2020-09-14,2020-12-04,4318,0,2,MALE,18to24,81,0.0
project_11,wi,FR,ComedyHistoricalLiterature,2020-08-21,2020-09-18,6846,0,0,FEMALE,35to44,28,0.0
project_1,vc,DE,Feminism,2020-07-07,2020-03-18,6526,0,0,FEMALE,O55,-111,0.0
project_1,vc,AT,DarkFemaleLedTV,2020-07-07,2020-03-18,22356,16,6,FEMALE,45to54,-111,23.529411764705884
project_1,vc,GB,MysteryThriller,2020-06-24,2020-03-18,6448,26,1,FEMALE,35to44,-98,39.39393939393939
project_1,vc,AT,PopularDrama,2020-07-07,2020-03-18,22742,7,16,FEMALE,45to54,-111,12.5
project_7,wi,FR,RealityTVHits,2020-05-15,2020-06-05,19453,8,41,MALE,35to44,21,13.559322033898304
project_1,vc,AT,Books,2020-07-07,2020-03-18,24776,0,7,MALE,25to34,-111,0.0
project_5,vc,FR,FrenchCinemaTVSeries,2020-04-29,2020-04-15,8410,16,54,MALE,35to44,-14,20.512820512820515
project_1,wi,NL,FemaleLedDrama,2020-05-10,2020-03-18,4632,0,1,MALE,45to54,-53,0.0
project_5,wi,FR,StrongFemaleLeads,2020-04-10,2020-04-15,19802,88,72,FEMALE,18to24,5,35.059760956175296
project_6,vc,FR,VengeanceSelfJustice,2020-03-09,2020-02-21,3655,17,50,MALE,18to24,-17,18.085106382978722
project_1,vc,DE,PrimeVideoFans,2020-07-07,2020-03-18,22277,3,18,MALE,35to44,-111,10.0
project_2,wi,ES,OffensiveComedy,2020-10-09,2020-10-23,17759,24,22,FEMALE,18to24,14,51.06382978723404
project_1,vc,AT,Cast,2020-07-07,2020-03-18,10228,3,3,FEMALE,25to34,-111,11.11111111111111
project_1,vc,GB,WomensFavouriteTV,2020-06-24,2020-03-18,2537,0,2,MALE,O55,-98,0.0
project_5,vc,FR,PrimeVideoFans,2020-04-29,2020-04-15,5282,32,8,FEMALE,45to54,-14,48.484848484848484
project_6,vc,DE,Drama,2020-03-09,2020-02-21,1567,1,10,FEMALE,45to54,-17,5.555555555555555
project_2,wi,ES,Comedy,2020-10-09,2020-10-23,6771,46,8,MALE,25to34,14,79.3103448275862
project_1,vc,AT,Cast,2020-07-07,2020-03-18,11752,0,3,MALE,25to34,-111,0.0
project_3,wi,DE,DarkTV,2020-09-08,2020-09-25,2054,0,6,FEMALE,35to44,17,0.0
project_7,vc,FR,McflyCarlito,2020-07-12,2020-06-05,98151,5,40,FEMALE,25to34,-37,5.617977528089888
project_5,vc,FR,FrenchCinemaTVSeries,2020-04-29,2020-04-15,7525,29,12,FEMALE,18to24,-14,31.52173913043478
project_6,wi,GB,BrutalWitty,2019-11-29,2020-02-21,2401,4,4,FEMALE,35to44,84,16.0
project_4,vc,DE,Core,2020-10-13,2020-09-25,2032,17,11,MALE,25to34,-18,39.53488372093023
project_1,vc,DE,DarkFemaleLedTV,2020-07-07,2020-03-18,6926,3,15,MALE,18to24,-111,8.571428571428571
project_10,wi,DE,YoungAdultsDrama,2020-10-23,2021-02-19,1546,4,13,FEMALE,25to34,119,12.903225806451612
project_2,vc,IE,Core,2020-11-06,2020-10-23,7699,0,0,FEMALE,25to34,-14,0.0
project_5,vc,FR,ViewedPrimeVideoCampaigns,2020-04-29,2020-04-15,17769,20,116,MALE,35to44,-14,12.422360248447205
project_6,wi,FR,VengeanceSelfJustice,2019-11-29,2020-02-21,4438,32,22,MALE,25to34,84,33.333333333333336
project_4,vc,DE,SophisticatedCrimeTV,2020-10-13,2020-09-25,3406,9,11,FEMALE,18to24,-18,23.076923076923077
project_8,vc,GB,ViewedFlockSpots,2020-11-06,2020-10-30,419,0,0,MALE,O55,-7,0.0
project_8,vc,GB,ComedyHorror,2020-11-06,2020-10-30,2118,0,0,MALE,45to54,-7,0.0
project_3,wi,NL,Dystopian,2020-08-14,2020-09-25,8119,4,57,MALE,45to54,42,5.194805194805195
project_3,wi,IT,Dystopian,2020-09-08,2020-09-25,4369,0,0,MALE,45to54,17,0.0
project_9,vc,DE,FootballEntertainment,2020-06-23,2020-06-05,4856,22,90,FEMALE,O55,-18,17.741935483870968
project_5,wi,FR,Moviegoers,2020-04-10,2020-04-15,6981,28,19,FEMALE,35to44,5,49.12280701754386
project_6,vc,ES,Drama,2020-03-09,2020-02-21,2995,6,1,MALE,45to54,-17,40.0
project_8,vc,GB,Mixed_Segment_E,2020-11-06,2020-10-30,1357,0,0,MALE,45to54,-7,0.0
project_11,wi,FR,HistoricalDramaComedy,2020-08-21,2020-09-18,9553,0,0,FEMALE,45to54,28,0.0
project_3,wi,GB,VisuallyArresting,2020-08-14,2020-09-25,4324,7,7,FEMALE,O55,42,20.58823529411765
project_2,vc,NO,Demo,2020-11-06,2020-10-23,1679,6,3,MALE,35to44,-14,54.54545454545455
project_1,wi,GB,FemaleLedDrama,2020-05-10,2020-03-18,4757,0,11,MALE,25to34,-53,0.0
project_1,vc,GB,PopularDramaThrillerTV,2020-06-24,2020-03-18,5229,6,21,MALE,35to44,-98,16.216216216216218
project_10,wi,DE,GermanDrama,2020-10-23,2021-02-19,1042,4,16,MALE,O55,119,15.384615384615385
project_5,wi,FR,InARelationship,2020-04-10,2020-04-15,5722,15,63,MALE,25to34,5,16.483516483516482
project_14,wi,AT,GermanComedyStandUp,2020-09-14,2020-12-04,14362,4,3,MALE,35to44,81,23.529411764705884
project_11,wi,FR,HumoristCelebrities,2020-08-21,2020-09-18,4127,0,0,FEMALE,45to54,28,0.0
project_1,vc,ES,DarkFemaleLedTV,2020-08-18,2020-03-18,14571,17,17,MALE,18to24,-153,33.333333333333336
project_3,wi,FR,ComicBookTV,2020-09-08,2020-09-25,1812,0,0,FEMALE,O55,17,0.0
project_4,vc,DE,Interest,2020-10-13,2020-09-25,1580,7,19,MALE,O55,-18,20.58823529411765
project_5,wi,FR,Singles,2020-04-10,2020-04-15,6252,19,13,FEMALE,35to44,5,35.84905660377358
project_8,vc,GB,ViewedFlockSpots,2020-11-06,2020-10-30,539,0,0,MALE,45to54,-7,0.0
project_2,vc,NO,Broad,2020-11-06,2020-10-23,1934,1,2,FEMALE,O55,-14,25.0
project_12,wi,FR,PrimeVideoFans,2020-08-21,2020-09-15,3924,0,0,MALE,25to34,25,0.0
project_9,wi,DE,FootballEntertainment,2020-06-02,2020-06-05,5180,19,39,FEMALE,25to34,3,32.20338983050848
project_6,wi,DE,Action,2019-11-29,2020-02-21,2690,3,3,MALE,25to34,84,27.272727272727273
project_12,wi,FR,ToughGuys,2020-08-21,2020-09-15,3738,0,0,MALE,O55,25,0.0
project_6,vc,GB,SpiesSecretOperations,2020-03-09,2020-02-21,2211,9,2,FEMALE,25to34,-17,42.857142857142854
project_6,vc,ES,SpiesSecretOperations,2020-03-09,2020-02-21,4208,22,5,FEMALE,35to44,-17,45.833333333333336
project_6,wi,GB,Drama,2019-11-29,2020-02-21,5300,12,80,FEMALE,18to24,84,7.18562874251497
project_14,wi,AT,Control,2020-09-14,2020-12-04,10823,0,0,FEMALE,18to24,81,0.0
project_4,wi,DE,Spies,2020-07-15,2020-09-25,10131,77,68,MALE,35to44,72,43.258426966292134
project_7,wi,FR,McflyCarlito,2020-05-15,2020-06-05,18688,0,4,FEMALE,45to54,21,0.0
project_1,vc,DE,Books,2020-07-07,2020-03-18,3864,1,5,FEMALE,18to24,-111,14.285714285714286
project_6,vc,DE,SpiesSecretOperations,2020-03-09,2020-02-21,2411,18,21,MALE,25to34,-17,32.142857142857146
project_4,vc,DE,SophisticatedCrimeTV,2020-10-13,2020-09-25,3302,16,19,FEMALE,35to44,-18,32.6530612244898
project_3,wi,IT,VisuallyArresting,2020-09-08,2020-09-25,4230,0,0,MALE,25to34,17,0.0
project_14,wi,AT,GermanComedyStandUp,2020-09-14,2020-12-04,4183,3,1,MALE,18to24,81,50.0
project_6,wi,FR,Action,2019-11-29,2020-02-21,1290,5,6,MALE,25to34,84,33.333333333333336
project_5,wi,FR,BarreDancePoleFitnessEnthusiasts,2020-04-10,2020-04-15,6181,3,41,MALE,18to24,5,4.615384615384615
project_8,vc,GB,TheCornettoTrilogy,2020-11-06,2020-10-30,1437,0,0,MALE,35to44,-7,0.0
project_3,wi,NL,VisuallyArresting,2020-08-14,2020-09-25,8413,1,56,MALE,45to54,42,1.694915254237288
project_6,vc,ES,VengeanceSelfJustice,2020-03-09,2020-02-21,4934,29,22,FEMALE,25to34,-17,39.189189189189186
project_2,wi,ES,SBC,2020-10-09,2020-10-23,5797,22,8,MALE,O55,14,70.96774193548387
project_6,vc,ES,PRIMEOriginalSeries,2020-03-09,2020-02-21,4050,6,2,MALE,25to34,-17,50.0
project_6,wi,DE,SpiesSecretOperations,2019-11-29,2020-02-21,9614,10,11,MALE,25to34,84,25.641025641025642
project_8,vc,GB,TheCornettoTrilogy,2020-11-06,2020-10-30,1478,0,0,MALE,O55,-7,0.0
project_3,wi,FR,VisuallyArresting,2020-09-08,2020-09-25,3486,0,0,MALE,O55,17,0.0
project_1,vc,DE,PopularDrama,2020-07-07,2020-03-18,5152,2,2,FEMALE,45to54,-111,40.0
project_14,wi,DE,Comedy,2020-09-14,2020-12-04,3026,4,19,MALE,18to24,81,11.11111111111111
project_4,vc,DE,Interest,2020-10-13,2020-09-25,1444,4,5,FEMALE,45to54,-18,23.529411764705884
project_6,wi,GB,PRIMEOriginalSeries,2019-11-29,2020-02-21,2522,7,3,FEMALE,35to44,84,35.0
project_6,vc,ES,Action,2020-03-09,2020-02-21,4334,8,8,MALE,18to24,-17,36.36363636363637
project_7,vc,FR,LudovikFans,2020-07-12,2020-06-05,57905,14,60,FEMALE,45to54,-37,10.9375
project_6,wi,FR,Action,2019-11-29,2020-02-21,1183,2,3,FEMALE,45to54,84,14.285714285714286
project_2,wi,ES,USDocumentary,2020-10-09,2020-10-23,10549,27,9,FEMALE,25to34,14,71.05263157894737
project_7,wi,FR,McflyCarlito,2020-05-15,2020-06-05,17765,1,0,MALE,25to34,21,100.0
project_3,wi,IT,SciFi,2020-09-08,2020-09-25,2697,0,0,FEMALE,25to34,17,0.0
project_1,wi,NL,DarkFemaleLedTV,2020-05-10,2020-03-18,2670,1,12,MALE,18to24,-53,4.3478260869565215
project_14,wi,AT,GermanComedy,2020-09-14,2020-12-04,4010,0,0,MALE,45to54,81,0.0
project_2,vc,SE,Mixed_Segment_A,2020-11-06,2020-10-23,3803,0,5,FEMALE,25to34,-14,0.0
project_5,wi,FR,FrenchCinemaTVSeries,2020-04-10,2020-04-15,11727,29,15,FEMALE,35to44,5,50.0
project_9,vc,DE,FootballEntertainment,2020-06-23,2020-06-05,5236,32,74,FEMALE,45to54,-18,25.6
project_1,vc,DE,Motherhood,2020-07-07,2020-03-18,4453,0,6,FEMALE,18to24,-111,0.0
project_7,wi,FR,McflyCarlito,2020-05-15,2020-06-05,16868,1,1,FEMALE,18to24,21,33.333333333333336
project_6,vc,ES,PRIMEOriginalSeries,2020-03-09,2020-02-21,4210,5,3,FEMALE,18to24,-17,38.46153846153846
project_7,wi,FR,LudovikFans,2020-05-15,2020-06-05,35679,2,6,FEMALE,35to44,21,18.181818181818183
project_6,wi,FR,Drama,2019-11-29,2020-02-21,4529,3,42,FEMALE,18to24,84,2.7027027027027026
project_5,vc,FR,FrenchCinemaTVSeries,2020-04-29,2020-04-15,8065,16,10,FEMALE,25to34,-14,25.0
project_7,vc,FR,PrimeVideoFans,2020-07-12,2020-06-05,83988,32,17,MALE,18to24,-37,42.10526315789474
project_6,wi,FR,CastCrew,2019-11-29,2020-02-21,2826,7,5,FEMALE,25to34,84,26.923076923076923
project_11,wi,FR,ParentsKids,2020-08-21,2020-09-18,6817,0,0,MALE,45to54,28,0.0
project_7,vc,FR,CyprienFans,2020-07-12,2020-06-05,50098,13,22,MALE,35to44,-37,24.074074074074073
project_6,wi,DE,BrutalWitty,2019-11-29,2020-02-21,6567,4,13,MALE,25to34,84,12.121212121212121
project_6,vc,ES,Drama,2020-03-09,2020-02-21,3847,12,3,FEMALE,35to44,-17,40.0
project_11,wi,FR,FrenchCinema,2020-08-21,2020-09-18,7437,0,0,MALE,45to54,28,0.0
project_12,wi,FR,FootballEntertainment,2020-08-21,2020-09-15,3858,0,0,FEMALE,35to44,25,0.0
project_2,wi,ES,Control,2020-10-09,2020-10-23,2076,19,1,MALE,25to34,14,90.47619047619048
project_6,wi,FR,BrutalWitty,2019-11-29,2020-02-21,6844,6,14,FEMALE,18to24,84,9.375
project_1,vc,ES,Books,2020-08-18,2020-03-18,7052,17,0,FEMALE,35to44,-153,56.666666666666664
project_5,vc,FR,Families,2020-04-29,2020-04-15,326,0,0,MALE,18to24,-14,0.0
project_1,vc,DE,DarkFemaleLedTV,2020-07-07,2020-03-18,8502,1,0,FEMALE,18to24,-111,100.0
project_9,vc,DE,FootballEntertainment,2020-06-23,2020-06-05,8155,49,148,MALE,45to54,-18,20.94017094017094
project_14,wi,AT,Control,2020-09-14,2020-12-04,11761,0,0,MALE,25to34,81,0.0
project_7,wi,FR,PrimeVideoFans,2020-05-15,2020-06-05,521,1,0,FEMALE,45to54,21,25.0
project_2,wi,ES,USDocumentary,2020-10-09,2020-10-23,7274,37,17,MALE,35to44,14,66.07142857142857
project_10,wi,DE,BiographiesTrueStories,2020-10-23,2021-02-19,3720,6,17,MALE,35to44,119,18.75
project_1,vc,GB,WomensFavouriteTV,2020-06-24,2020-03-18,2472,7,0,FEMALE,O55,-98,53.84615384615385
project_5,vc,FR,Families,2020-04-29,2020-04-15,15379,48,32,FEMALE,45to54,-14,42.10526315789474
project_5,vc,FR,FrenchInfluencers,2020-04-29,2020-04-15,12484,15,108,MALE,45to54,-14,10.638297872340425
project_8,vc,GB,ViewedFanSpots,2020-11-06,2020-10-30,583,0,0,MALE,35to44,-7,0.0
project_5,wi,FR,StrongFemaleLeads,2020-04-10,2020-04-15,18436,50,32,FEMALE,35to44,5,51.02040816326531
project_6,vc,DE,SpiesSecretOperations,2020-03-09,2020-02-21,1769,5,2,FEMALE,35to44,-17,20.0
project_5,vc,FR,FrenchCinemaTVSeries,2020-04-29,2020-04-15,7953,17,13,FEMALE,35to44,-14,34.0
project_12,wi,FR,FrenchCinema,2020-08-21,2020-09-15,3757,0,0,FEMALE,45to54,25,0.0
project_6,vc,DE,Control,2020-03-09,2020-02-21,2220,5,39,FEMALE,25to34,-17,6.756756756756757
project_1,vc,AT,BestOfMystery,2020-07-07,2020-03-18,28951,14,9,FEMALE,35to44,-111,25.0
project_11,wi,FR,Rural,2020-08-21,2020-09-18,7559,0,0,FEMALE,35to44,28,0.0
project_3,wi,GB,Dystopian,2020-08-14,2020-09-25,7831,19,7,MALE,45to54,42,44.18604651162791
project_7,wi,FR,CyprienFans,2020-05-15,2020-06-05,20862,14,5,FEMALE,35to44,21,66.66666666666667
project_1,wi,GB,WomensFavouriteTV,2020-05-10,2020-03-18,2790,0,2,MALE,45to54,-53,0.0
project_6,wi,ES,PRIMEOriginalSeries,2019-11-30,2020-02-21,4903,14,5,FEMALE,45to54,83,60.869565217391305
project_7,vc,FR,NormanThavaudFans,2020-07-12,2020-06-05,57565,47,28,FEMALE,18to24,-37,38.84297520661157
project_2,vc,IE,Core,2020-11-06,2020-10-23,7782,0,0,MALE,18to24,-14,0.0
project_6,wi,DE,Control,2019-11-29,2020-02-21,2306,2,67,MALE,45to54,84,2.3255813953488373
project_7,wi,FR,FrenchInfluencers,2020-05-15,2020-06-05,37806,33,49,FEMALE,25to34,21,24.444444444444443
project_6,vc,DE,Action,2020-03-09,2020-02-21,1909,4,10,MALE,45to54,-17,16.666666666666668
project_13,wi,FR,PrimeVideoFans,2020-09-21,2020-09-25,1364,0,0,MALE,35to44,4,0.0
project_8,vc,GB,Mixed_Segment_E,2020-11-06,2020-10-30,6515,0,0,FEMALE,O55,-7,0.0
project_5,wi,FR,ViewedPrimeVideoCampaigns,2020-04-10,2020-04-15,6774,15,31,FEMALE,45to54,5,28.30188679245283
project_8,vc,GB,ViewedFanSpots,2020-11-06,2020-10-30,763,0,0,FEMALE,25to34,-7,0.0
