PROJECT_ID,TYPE,CAMPAIGN_COUNTRY,CLUSTER,DEMOGRAPHY,SURVEY_DATE,RELEASE_DATE,IMPRESSIONS,YES_ANSWERS,NO_ANSWERS,NA_ANSWERS
project_1,vc,DE,Books,MALE_18to24,2020-07-07,2020-03-18,3302,0,10,8
project_1,vc,AT,PrimeVideoFans,MALE_18to24,2020-07-07,2020-03-18,19507,2,4,14
project_4,vc,DE,Extended,FEMALE_25to34,2020-10-13,2020-09-25,1842,5,6,23
project_9,vc,DE,FootballEntertainment,FEMALE_35to44,2020-06-23,2020-06-05,7014,49,105,27
project_2,vc,ES,Comedy,FEMALE_O55,2020-11-10,2020-10-23,7957,0,0,0
project_6,wi,DE,CastCrew,FEMALE_35to44,2019-11-29,2020-02-21,1501,10,6,3
project_1,vc,DE,PrimeVideoFans,FEMALE_O45,2020-07-07,2020-03-18,3368,9,15,34
project_5,vc,FR,Moviegoers,FEMALE_35to44,2020-04-29,2020-04-15,14356,46,21,31
project_14,wi,AT,GermanComedyStandUp,FEMALE_18to24,2020-09-14,2020-12-04,3384,4,0,6
project_10,wi,DE,Book,MALE_35to44,2020-10-23,2021-02-19,967,4,3,2
project_8,vc,GB,ViewedFlockSpots,FEMALE_O55,2020-11-06,2020-10-30,237,0,0,0
project_5,wi,FR,ComedyDramedy,FEMALE_35to44,2020-04-10,2020-04-15,12899,47,23,35
project_9,wi,DE,SportEntertainment,FEMALE_45to54,2020-06-02,2020-06-05,4232,19,47,4
project_1,vc,GB,DarkFemaleLedTV,MALE_25to34,2020-06-24,2020-03-18,5125,12,9,13
project_2,vc,ES,SBC,FEMALE_25to34,2020-11-10,2020-10-23,3646,0,0,0
project_14,wi,DE,GermanyComedy,MALE_25to34,2020-09-14,2020-12-04,3571,23,20,21
project_3,wi,IT,VisuallyArresting,FEMALE_45to54,2020-09-08,2020-09-25,1916,0,0,0
project_4,wi,DE,Crime,MALE_35to44,2020-07-15,2020-09-25,11028,80,53,42
project_5,wi,FR,BarreDancePoleFitnessEnthusiasts,FEMALE_O45,2020-04-10,2020-04-15,3973,6,20,10
project_6,vc,FR,VengeanceSelfJustice,FEMALE_O45,2020-03-09,2020-02-21,2576,14,3,9
project_2,wi,ES,OffensiveComedy,FEMALE_O55,2020-10-09,2020-10-23,10246,2,9,2
project_13,wi,FR,PrimeVideoFans,FEMALE_45to54,2020-09-21,2020-09-25,1528,0,0,0
project_7,wi,FR,FrenchComedy,FEMALE_18to24,2020-05-15,2020-06-05,10272,55,16,27
project_4,vc,DE,GermanPostWarHistory,MALE_25to34,2020-10-13,2020-09-25,5236,14,27,10
project_2,wi,ES,OffensiveComedy,MALE_45to54,2020-10-09,2020-10-23,6530,20,15,1
project_14,wi,DE,GermanyComedy,MALE_O55,2020-09-14,2020-12-04,2213,1,20,15
project_2,wi,AT,USCulture,FEMALE_O55,2020-10-10,2020-10-23,983,3,1,1
project_1,vc,ES,BestOfMystery,MALE_O55,2020-08-18,2020-03-18,10648,4,9,9
project_14,wi,AT,Mixed_Segment_F,MALE_O55,2020-09-14,2020-12-04,10362,0,0,0
project_2,wi,ES,OffensiveComedy,FEMALE_35to44,2020-10-09,2020-10-23,8181,23,27,2
project_14,wi,DE,GermanComedyStandUp,MALE_25to34,2020-09-14,2020-12-04,3367,26,19,30
project_7,wi,FR,LudovikFans,MALE_45to54,2020-05-15,2020-06-05,20070,1,1,0
project_2,vc,FI,Mixed_Segment_D,FEMALE_35to44,2020-11-06,2020-10-23,4791,0,0,1
project_6,wi,ES,Drama,MALE_25to34,2019-11-30,2020-02-21,5180,1,11,3
project_2,vc,FI,Demo,FEMALE_25to34,2020-11-06,2020-10-23,1944,5,8,0
project_3,wi,IT,VisuallyArresting,FEMALE_25to34,2020-09-08,2020-09-25,2663,0,0,0
project_8,vc,GB,FlockAudiences,MALE_45to54,2020-11-06,2020-10-30,2497,0,0,0
project_9,vc,DE,Football,FEMALE_25to34,2020-06-23,2020-06-05,9426,37,118,46
project_6,wi,ES,SpiesSecretOperations,FEMALE_O25,2019-11-30,2020-02-21,30190,2,7,1
project_1,vc,GB,DarkFemaleLedTV,FEMALE_O55,2020-06-24,2020-03-18,3515,14,0,30
project_4,vc,DE,Interest,FEMALE_U25,2020-10-13,2020-09-25,1393,1,0,5
project_10,wi,DE,Berlin,FEMALE_25to34,2020-10-23,2021-02-19,1122,2,7,5
project_4,wi,DE,GermanCrimeDrama,MALE_45to54,2020-07-15,2020-09-25,5273,36,30,14
project_8,vc,GB,Control,MALE_O55,2020-11-06,2020-10-30,1347,0,0,0
project_6,wi,DE,CastCrew,FEMALE_O25,2019-11-29,2020-02-21,8497,13,9,10
project_1,wi,NL,FemaleLedDrama,FEMALE_U25,2020-05-10,2020-03-18,5368,1,3,25
project_7,wi,FR,PrimeVideoFans,FEMALE_25to34,2020-05-15,2020-06-05,19779,6,5,11
project_2,vc,NO,Core,FEMALE_35to44,2020-11-06,2020-10-23,3045,11,6,3
project_6,wi,GB,VengeanceSelfJustice,MALE_35to44,2019-11-29,2020-02-21,3672,29,6,11
project_1,wi,GB,DarkFemaleLedTV,FEMALE_45to54,2020-05-10,2020-03-18,2668,12,0,6
project_7,vc,FR,PrimeVideoFans,FEMALE_45to54,2020-07-12,2020-06-05,52342,9,32,17
project_2,vc,NO,Broad,FEMALE_35to44,2020-11-06,2020-10-23,2280,2,0,0
project_1,wi,GB,DarkFemaleLedTV,MALE_O55,2020-05-10,2020-03-18,6857,2,1,6
project_6,wi,DE,Drama,MALE_U25,2019-11-29,2020-02-21,1641,1,2,6
project_2,vc,IE,Mixed_Segment_D,MALE_25to34,2020-11-06,2020-10-23,8342,0,0,0
project_6,vc,GB,Action,FEMALE_O45,2020-03-09,2020-02-21,1905,7,1,8
project_6,wi,FR,Control,MALE_35to44,2019-11-29,2020-02-21,4684,11,42,33
project_10,wi,DE,Book,FEMALE_35to44,2020-10-23,2021-02-19,1087,3,5,7
project_11,wi,FR,HumoristCelebrities,FEMALE_18to24,2020-08-21,2020-09-18,6236,0,0,0
project_3,wi,DE,Dystopian,MALE_45to54,2020-09-08,2020-09-25,1941,2,4,26
project_14,wi,DE,GermanComedyStandUp,MALE_O55,2020-09-14,2020-12-04,1988,5,19,14
project_6,vc,GB,Control,MALE_25to34,2020-03-09,2020-02-21,4755,24,82,36
project_11,wi,FR,Rural,MALE_25to34,2020-08-21,2020-09-18,4095,0,0,0
project_6,vc,DE,PRIMEOriginalSeries,FEMALE_O45,2020-03-09,2020-02-21,2076,5,24,23
project_6,vc,FR,Drama,MALE_U25,2020-03-09,2020-02-21,3424,7,37,28
project_14,wi,DE,GermanyComedy,FEMALE_25to34,2020-09-14,2020-12-04,2287,7,18,16
project_5,wi,FR,ViewedPrimeVideoCampaigns,MALE_25to34,2020-04-10,2020-04-15,6709,12,84,17
project_10,wi,DE,BiographiesTrueStories,MALE_45to54,2020-10-23,2021-02-19,1844,6,17,3
project_6,wi,FR,VengeanceSelfJustice,FEMALE_35to44,2019-11-29,2020-02-21,2496,6,0,16
project_6,wi,FR,Action,FEMALE_O25,2019-11-29,2020-02-21,762,1,1,5
project_2,vc,SE,Demo,FEMALE_25to34,2020-11-06,2020-10-23,2230,5,3,3
project_8,vc,GB,ComedyHorror,FEMALE_45to54,2020-11-06,2020-10-30,1977,0,0,0
project_1,vc,AT,Books,MALE_O45,2020-07-07,2020-03-18,19925,5,14,17
project_6,wi,ES,SpiesSecretOperations,MALE_25to34,2019-11-30,2020-02-21,5759,7,9,8
project_6,wi,FR,SpiesSecretOperations,FEMALE_35to44,2019-11-29,2020-02-21,2261,3,2,10
project_2,vc,DK,Demo,FEMALE_45to54,2020-11-06,2020-10-23,1962,0,0,0
project_2,vc,SE,Demo,FEMALE_O55,2020-11-06,2020-10-23,1065,0,10,1
project_2,vc,IE,Demo,FEMALE_35to44,2020-11-06,2020-10-23,4484,0,0,0
project_1,vc,DE,FemaleLedDramaMovies,FEMALE_O55,2020-07-07,2020-03-18,11061,2,7,2
project_10,wi,DE,DrugsonScreen,MALE_45to54,2020-10-23,2021-02-19,1538,5,15,6
project_1,vc,DE,PopularDrama,FEMALE_35to44,2020-07-07,2020-03-18,21218,51,15,81
project_4,vc,DE,GermanProductions,FEMALE_25to34,2020-10-13,2020-09-25,3222,9,4,11
project_2,vc,PT,Core,FEMALE_25to34,2020-11-07,2020-10-23,7576,21,17,4
project_6,wi,FR,VengeanceSelfJustice,FEMALE_O25,2019-11-29,2020-02-21,6052,4,15,18
project_1,vc,AT,FemaleLedDramaMovies,MALE_O45,2020-07-07,2020-03-18,24704,4,16,19
project_2,vc,DK,Broad,MALE_45to54,2020-11-06,2020-10-23,2138,0,0,0
project_2,vc,DK,Broad,FEMALE_25to34,2020-11-06,2020-10-23,1736,0,0,0
project_7,vc,FR,PrimeVideoFans,MALE_45to54,2020-07-12,2020-06-05,50798,4,23,24
project_7,wi,FR,Comedy,FEMALE_25to34,2020-05-15,2020-06-05,13557,23,13,27
project_7,vc,FR,McflyCarlito,MALE_18to24,2020-07-12,2020-06-05,89948,9,30,23
project_5,wi,FR,PrimeVideoFans,FEMALE_25to34,2020-04-10,2020-04-15,3660,33,8,15
project_7,wi,FR,FrenchComedy,FEMALE_25to34,2020-05-15,2020-06-05,16558,27,16,13
project_6,wi,GB,VengeanceSelfJustice,FEMALE_35to44,2019-11-29,2020-02-21,2252,7,2,11
project_2,vc,FI,Mixed_Segment_D,MALE_25to34,2020-11-06,2020-10-23,4623,1,1,0
project_2,wi,AT,SBC,MALE_U25,2020-10-10,2020-10-23,2149,21,1,2
project_1,vc,ES,Books,MALE_45to54,2020-08-18,2020-03-18,5464,1,1,2
project_5,vc,FR,ComedyDramedy,FEMALE_U25,2020-04-29,2020-04-15,7493,38,29,54
project_1,vc,AT,Feminism,FEMALE_18to24,2020-07-07,2020-03-18,18041,5,11,34
project_4,wi,DE,Spies,MALE_O55,2020-07-15,2020-09-25,8184,31,72,37
project_6,wi,GB,SpiesSecretOperations,FEMALE_O25,2019-11-29,2020-02-21,8589,10,30,11
project_2,vc,ES,OffensiveComedy,MALE_35to44,2020-11-10,2020-10-23,8103,0,0,0
project_6,vc,ES,VengeanceSelfJustice,MALE_U25,2020-03-09,2020-02-21,5760,10,50,15
project_3,wi,NL,Dystopian,MALE_25to34,2020-08-14,2020-09-25,10244,11,56,17
project_4,wi,DE,Thriller,FEMALE_O55,2020-07-15,2020-09-25,6910,26,69,66
project_6,wi,FR,Control,MALE_U25,2019-11-29,2020-02-21,11920,21,140,106
project_8,vc,GB,FlockAudiences,FEMALE_35to44,2020-11-06,2020-10-30,2056,0,0,0
project_6,wi,GB,VengeanceSelfJustice,MALE_25to34,2019-11-29,2020-02-21,4254,37,12,22
project_8,vc,GB,FlockAudiences,MALE_U25,2020-11-06,2020-10-30,2942,0,0,0
project_8,vc,GB,IrreverentBritishTVComedy,FEMALE_25to34,2020-11-06,2020-10-30,2141,0,0,0
project_2,wi,ES,SBC,MALE_25to34,2020-10-09,2020-10-23,7035,95,7,3
project_10,wi,DE,GermanDrama,MALE_45to54,2020-10-23,2021-02-19,1256,8,15,1
project_11,wi,FR,PrimeVideoFans,MALE_18to24,2020-08-21,2020-09-18,5536,0,0,0
project_1,vc,ES,FemaleLedDramaMovies,FEMALE_O55,2020-08-18,2020-03-18,9911,20,1,8
project_2,vc,DK,Mixed_Segment_A,MALE_25to34,2020-11-06,2020-10-23,3622,0,0,0
project_1,vc,ES,Motherhood,FEMALE_25to34,2020-08-18,2020-03-18,6195,8,0,1
project_6,vc,ES,VengeanceSelfJustice,MALE_25to34,2020-03-09,2020-02-21,6811,40,67,40
project_3,wi,FR,PrimeVideoFans,MALE_45to54,2020-09-08,2020-09-25,2799,0,0,0
project_1,wi,NL,DarkFemaleLedTV,FEMALE_U25,2020-05-10,2020-03-18,2578,4,6,25
project_7,wi,FR,FrenchInfluencers,FEMALE_O45,2020-05-15,2020-06-05,1917,1,12,27
project_6,wi,ES,Drama,FEMALE_O25,2019-11-30,2020-02-21,8947,2,0,1
project_1,vc,DE,FemaleLedDramaMovies,FEMALE_35to44,2020-07-07,2020-03-18,10855,24,9,65
project_14,wi,DE,Mixed_Segment_A,FEMALE_25to34,2020-09-14,2020-12-04,12262,0,0,0
project_4,vc,DE,Core,MALE_35to44,2020-10-13,2020-09-25,2041,34,27,15
project_12,wi,FR,FrenchCinema,MALE_18to24,2020-08-21,2020-09-15,3238,0,0,0
project_5,wi,FR,Singles,FEMALE_O45,2020-04-10,2020-04-15,5919,12,19,4
project_10,wi,DE,Berlin,MALE_25to34,2020-10-23,2021-02-19,886,0,8,4
project_6,vc,FR,Drama,MALE_25to34,2020-03-09,2020-02-21,3485,9,30,11
project_2,wi,AT,Comedy,MALE_45to54,2020-10-10,2020-10-23,5743,5,5,1
project_14,wi,AT,Mixed_Segment_C,FEMALE_35to44,2020-09-14,2020-12-04,11767,0,0,0
project_3,wi,DE,DarkTV,FEMALE_45to54,2020-09-08,2020-09-25,1615,0,10,19
project_2,vc,PT,Broad,MALE_35to44,2020-11-07,2020-10-23,4911,2,1,0
project_2,vc,SE,Mixed_Segment_D,MALE_25to34,2020-11-06,2020-10-23,5357,11,5,0
project_14,wi,AT,GermanComedyStandUp,MALE_25to34,2020-09-14,2020-12-04,18835,5,3,11
project_2,wi,AT,SBC,FEMALE_O55,2020-10-10,2020-10-23,3651,1,4,0
project_9,vc,DE,FootballEntertainment,MALE_O55,2020-06-23,2020-06-05,6089,29,102,16
project_6,wi,FR,CastCrew,FEMALE_O45,2019-11-29,2020-02-21,2484,9,5,7
project_1,vc,DE,BestOfMystery,MALE_U25,2020-07-07,2020-03-18,12348,8,9,9
project_4,vc,DE,Spies,MALE_U25,2020-10-13,2020-09-25,4450,6,15,10
project_6,vc,DE,BrutalWitty,MALE_O45,2020-03-09,2020-02-21,1982,0,19,13
project_1,wi,NL,WomensFavouriteTV,FEMALE_25to34,2020-05-10,2020-03-18,6094,2,5,21
project_4,wi,DE,GermanCrimeDrama,FEMALE_O55,2020-07-15,2020-09-25,3644,13,27,17
project_10,wi,DE,Book,MALE_45to54,2020-10-23,2021-02-19,950,3,4,2
project_3,wi,NL,VisuallyArresting,MALE_O55,2020-08-14,2020-09-25,5972,2,45,3
project_1,vc,DE,BestOfMystery,FEMALE_U25,2020-07-07,2020-03-18,9191,4,4,7
project_12,wi,FR,SportEntertainment,MALE_35to44,2020-08-21,2020-09-15,4030,0,0,0
project_6,wi,GB,BrutalWitty,FEMALE_25to34,2019-11-29,2020-02-21,3063,5,17,22
project_1,vc,GB,DarkFemaleLedTV,MALE_45to54,2020-06-24,2020-03-18,3237,4,3,4
project_8,vc,GB,BestOfComedy,FEMALE_35to44,2020-11-06,2020-10-30,1732,0,0,0
project_6,wi,FR,BrutalWitty,MALE_35to44,2019-11-29,2020-02-21,4118,18,8,27
project_6,wi,ES,VengeanceSelfJustice,MALE_O25,2019-11-30,2020-02-21,10192,13,13,5
project_14,wi,AT,StandUp,MALE_18to24,2020-09-14,2020-12-04,4318,0,2,3
project_11,wi,FR,ComedyHistoricalLiterature,FEMALE_35to44,2020-08-21,2020-09-18,6846,0,0,0
project_1,vc,DE,Feminism,FEMALE_O55,2020-07-07,2020-03-18,6526,0,0,2
project_1,vc,AT,DarkFemaleLedTV,FEMALE_O45,2020-07-07,2020-03-18,22356,16,6,46
project_1,vc,GB,MysteryThriller,FEMALE_35to44,2020-06-24,2020-03-18,6448,26,1,39
project_1,vc,AT,PopularDrama,FEMALE_O45,2020-07-07,2020-03-18,22742,7,16,33
project_7,wi,FR,RealityTVHits,MALE_35to44,2020-05-15,2020-06-05,19453,8,41,10
project_1,vc,AT,Books,MALE_25to34,2020-07-07,2020-03-18,24776,0,7,13
project_5,vc,FR,FrenchCinemaTVSeries,MALE_35to44,2020-04-29,2020-04-15,8410,16,54,8
project_1,wi,NL,FemaleLedDrama,MALE_45to54,2020-05-10,2020-03-18,4632,0,1,0
project_5,wi,FR,StrongFemaleLeads,FEMALE_U25,2020-04-10,2020-04-15,19802,88,72,91
project_6,vc,FR,VengeanceSelfJustice,MALE_U25,2020-03-09,2020-02-21,3655,17,50,27
project_1,vc,DE,PrimeVideoFans,MALE_35to44,2020-07-07,2020-03-18,22277,3,18,9
project_2,wi,ES,OffensiveComedy,FEMALE_U25,2020-10-09,2020-10-23,17759,24,22,1
project_1,vc,AT,Cast,FEMALE_25to34,2020-07-07,2020-03-18,10228,3,3,21
project_1,vc,GB,WomensFavouriteTV,MALE_O55,2020-06-24,2020-03-18,2537,0,2,1
project_5,vc,FR,PrimeVideoFans,FEMALE_O45,2020-04-29,2020-04-15,5282,32,8,26
project_6,vc,DE,Drama,FEMALE_O45,2020-03-09,2020-02-21,1567,1,10,7
project_2,wi,ES,Comedy,MALE_25to34,2020-10-09,2020-10-23,6771,46,8,4
project_1,vc,AT,Cast,MALE_25to34,2020-07-07,2020-03-18,11752,0,3,4
project_3,wi,DE,DarkTV,FEMALE_35to44,2020-09-08,2020-09-25,2054,0,6,37
project_7,vc,FR,McflyCarlito,FEMALE_25to34,2020-07-12,2020-06-05,98151,5,40,44
project_5,vc,FR,FrenchCinemaTVSeries,FEMALE_U25,2020-04-29,2020-04-15,7525,29,12,51
project_6,wi,GB,BrutalWitty,FEMALE_35to44,2019-11-29,2020-02-21,2401,4,4,17
project_4,vc,DE,Core,MALE_25to34,2020-10-13,2020-09-25,2032,17,11,15
project_1,vc,DE,DarkFemaleLedTV,MALE_18to24,2020-07-07,2020-03-18,6926,3,15,17
project_10,wi,DE,YoungAdultsDrama,FEMALE_25to34,2020-10-23,2021-02-19,1546,4,13,14
project_2,vc,IE,Core,FEMALE_25to34,2020-11-06,2020-10-23,7699,0,0,0
project_5,vc,FR,ViewedPrimeVideoCampaigns,MALE_35to44,2020-04-29,2020-04-15,17769,20,116,25
project_6,wi,FR,VengeanceSelfJustice,MALE_25to34,2019-11-29,2020-02-21,4438,32,22,42
project_4,vc,DE,SophisticatedCrimeTV,FEMALE_U25,2020-10-13,2020-09-25,3406,9,11,19
project_8,vc,GB,ViewedFlockSpots,MALE_O55,2020-11-06,2020-10-30,419,0,0,0
project_8,vc,GB,ComedyHorror,MALE_45to54,2020-11-06,2020-10-30,2118,0,0,0
project_3,wi,NL,Dystopian,MALE_45to54,2020-08-14,2020-09-25,8119,4,57,16
project_3,wi,IT,Dystopian,MALE_45to54,2020-09-08,2020-09-25,4369,0,0,0
project_9,vc,DE,FootballEntertainment,FEMALE_O55,2020-06-23,2020-06-05,4856,22,90,12
project_5,wi,FR,Moviegoers,FEMALE_35to44,2020-04-10,2020-04-15,6981,28,19,10
project_6,vc,ES,Drama,MALE_O45,2020-03-09,2020-02-21,2995,6,1,8
project_8,vc,GB,Mixed_Segment_E,MALE_45to54,2020-11-06,2020-10-30,1357,0,0,0
project_11,wi,FR,HistoricalDramaComedy,FEMALE_45to54,2020-08-21,2020-09-18,9553,0,0,0
project_3,wi,GB,VisuallyArresting,FEMALE_O55,2020-08-14,2020-09-25,4324,7,7,20
project_2,vc,NO,Demo,MALE_35to44,2020-11-06,2020-10-23,1679,6,3,2
project_1,wi,GB,FemaleLedDrama,MALE_25to34,2020-05-10,2020-03-18,4757,0,11,1
project_1,vc,GB,PopularDramaThrillerTV,MALE_35to44,2020-06-24,2020-03-18,5229,6,21,10
project_10,wi,DE,GermanDrama,MALE_O55,2020-10-23,2021-02-19,1042,4,16,6
project_5,wi,FR,InARelationship,MALE_25to34,2020-04-10,2020-04-15,5722,15,63,13
project_14,wi,AT,GermanComedyStandUp,MALE_35to44,2020-09-14,2020-12-04,14362,4,3,10
project_11,wi,FR,HumoristCelebrities,FEMALE_45to54,2020-08-21,2020-09-18,4127,0,0,0
project_1,vc,ES,DarkFemaleLedTV,MALE_U25,2020-08-18,2020-03-18,14571,17,17,17
project_3,wi,FR,ComicBookTV,FEMALE_O55,2020-09-08,2020-09-25,1812,0,0,0
project_4,vc,DE,Interest,MALE_O55,2020-10-13,2020-09-25,1580,7,19,8
project_5,wi,FR,Singles,FEMALE_35to44,2020-04-10,2020-04-15,6252,19,13,21
project_8,vc,GB,ViewedFlockSpots,MALE_45to54,2020-11-06,2020-10-30,539,0,0,0
project_2,vc,NO,Broad,FEMALE_O55,2020-11-06,2020-10-23,1934,1,2,1
project_12,wi,FR,PrimeVideoFans,MALE_25to34,2020-08-21,2020-09-15,3924,0,0,0
project_9,wi,DE,FootballEntertainment,FEMALE_25to34,2020-06-02,2020-06-05,5180,19,39,1
project_6,wi,DE,Action,MALE_O25,2019-11-29,2020-02-21,2690,3,3,5
project_12,wi,FR,ToughGuys,MALE_O55,2020-08-21,2020-09-15,3738,0,0,0
project_6,vc,GB,SpiesSecretOperations,FEMALE_25to34,2020-03-09,2020-02-21,2211,9,2,10
project_6,vc,ES,SpiesSecretOperations,FEMALE_35to44,2020-03-09,2020-02-21,4208,22,5,21
project_6,wi,GB,Drama,FEMALE_U25,2019-11-29,2020-02-21,5300,12,80,75
project_14,wi,AT,Control,FEMALE_18to24,2020-09-14,2020-12-04,10823,0,0,0
project_4,wi,DE,Spies,MALE_35to44,2020-07-15,2020-09-25,10131,77,68,33
project_7,wi,FR,McflyCarlito,FEMALE_45to54,2020-05-15,2020-06-05,18688,0,4,3
project_1,vc,DE,Books,FEMALE_U25,2020-07-07,2020-03-18,3864,1,5,1
project_6,vc,DE,SpiesSecretOperations,MALE_25to34,2020-03-09,2020-02-21,2411,18,21,17
project_4,vc,DE,SophisticatedCrimeTV,FEMALE_35to44,2020-10-13,2020-09-25,3302,16,19,14
project_3,wi,IT,VisuallyArresting,MALE_25to34,2020-09-08,2020-09-25,4230,0,0,0
project_14,wi,AT,GermanComedyStandUp,MALE_18to24,2020-09-14,2020-12-04,4183,3,1,2
project_6,wi,FR,Action,MALE_O25,2019-11-29,2020-02-21,1290,5,6,4
project_5,wi,FR,BarreDancePoleFitnessEnthusiasts,MALE_U25,2020-04-10,2020-04-15,6181,3,41,21
project_8,vc,GB,TheCornettoTrilogy,MALE_35to44,2020-11-06,2020-10-30,1437,0,0,0
project_3,wi,NL,VisuallyArresting,MALE_45to54,2020-08-14,2020-09-25,8413,1,56,2
project_6,vc,ES,VengeanceSelfJustice,FEMALE_25to34,2020-03-09,2020-02-21,4934,29,22,23
project_2,wi,ES,SBC,MALE_O55,2020-10-09,2020-10-23,5797,22,8,1
project_6,vc,ES,PRIMEOriginalSeries,MALE_25to34,2020-03-09,2020-02-21,4050,6,2,4
project_6,wi,DE,SpiesSecretOperations,MALE_O25,2019-11-29,2020-02-21,9614,10,11,18
project_8,vc,GB,TheCornettoTrilogy,MALE_O55,2020-11-06,2020-10-30,1478,0,0,0
project_3,wi,FR,VisuallyArresting,MALE_O55,2020-09-08,2020-09-25,3486,0,0,0
project_1,vc,DE,PopularDrama,FEMALE_45to54,2020-07-07,2020-03-18,5152,2,2,1
project_14,wi,DE,Comedy,MALE_18to24,2020-09-14,2020-12-04,3026,4,19,13
project_4,vc,DE,Interest,FEMALE_45to54,2020-10-13,2020-09-25,1444,4,5,8
project_6,wi,GB,PRIMEOriginalSeries,FEMALE_35to44,2019-11-29,2020-02-21,2522,7,3,10
project_6,vc,ES,Action,MALE_U25,2020-03-09,2020-02-21,4334,8,8,6
project_7,vc,FR,LudovikFans,FEMALE_45to54,2020-07-12,2020-06-05,57905,14,60,54
project_6,wi,FR,Action,FEMALE_O45,2019-11-29,2020-02-21,1183,2,3,9
project_2,wi,ES,USDocumentary,FEMALE_25to34,2020-10-09,2020-10-23,10549,27,9,2
project_7,wi,FR,McflyCarlito,MALE_25to34,2020-05-15,2020-06-05,17765,1,0,0
project_3,wi,IT,SciFi,FEMALE_25to34,2020-09-08,2020-09-25,2697,0,0,0
project_1,wi,NL,DarkFemaleLedTV,MALE_U25,2020-05-10,2020-03-18,2670,1,12,10
project_14,wi,AT,GermanComedy,MALE_45to54,2020-09-14,2020-12-04,4010,0,0,3
project_2,vc,SE,Mixed_Segment_A,FEMALE_25to34,2020-11-06,2020-10-23,3803,0,5,1
project_5,wi,FR,FrenchCinemaTVSeries,FEMALE_35to44,2020-04-10,2020-04-15,11727,29,15,14
project_9,vc,DE,FootballEntertainment,FEMALE_45to54,2020-06-23,2020-06-05,5236,32,74,19
project_1,vc,DE,Motherhood,FEMALE_U25,2020-07-07,2020-03-18,4453,0,6,0
project_7,wi,FR,McflyCarlito,FEMALE_18to24,2020-05-15,2020-06-05,16868,1,1,1
project_6,vc,ES,PRIMEOriginalSeries,FEMALE_U25,2020-03-09,2020-02-21,4210,5,3,5
project_7,wi,FR,LudovikFans,FEMALE_35to44,2020-05-15,2020-06-05,35679,2,6,3
project_6,wi,FR,Drama,FEMALE_U25,2019-11-29,2020-02-21,4529,3,42,66
project_5,vc,FR,FrenchCinemaTVSeries,FEMALE_25to34,2020-04-29,2020-04-15,8065,16,10,38
project_7,vc,FR,PrimeVideoFans,MALE_18to24,2020-07-12,2020-06-05,83988,32,17,27
project_6,wi,FR,CastCrew,FEMALE_25to34,2019-11-29,2020-02-21,2826,7,5,14
project_11,wi,FR,ParentsKids,MALE_45to54,2020-08-21,2020-09-18,6817,0,0,0
project_7,vc,FR,CyprienFans,MALE_35to44,2020-07-12,2020-06-05,50098,13,22,19
project_6,wi,DE,BrutalWitty,MALE_O25,2019-11-29,2020-02-21,6567,4,13,16
project_6,vc,ES,Drama,FEMALE_35to44,2020-03-09,2020-02-21,3847,12,3,15
project_11,wi,FR,FrenchCinema,MALE_45to54,2020-08-21,2020-09-18,7437,0,0,0
project_12,wi,FR,FootballEntertainment,FEMALE_35to44,2020-08-21,2020-09-15,3858,0,0,0
project_2,wi,ES,Control,MALE_25to34,2020-10-09,2020-10-23,2076,19,1,1
project_6,wi,FR,BrutalWitty,FEMALE_U25,2019-11-29,2020-02-21,6844,6,14,44
project_1,vc,ES,Books,FEMALE_35to44,2020-08-18,2020-03-18,7052,17,0,13
project_5,vc,FR,Families,MALE_U25,2020-04-29,2020-04-15,326,0,0,0
project_1,vc,DE,DarkFemaleLedTV,FEMALE_U25,2020-07-07,2020-03-18,8502,1,0,0
project_9,vc,DE,FootballEntertainment,MALE_45to54,2020-06-23,2020-06-05,8155,49,148,37
project_14,wi,AT,Control,MALE_25to34,2020-09-14,2020-12-04,11761,0,0,0
project_7,wi,FR,PrimeVideoFans,FEMALE_O45,2020-05-15,2020-06-05,521,1,0,3
project_2,wi,ES,USDocumentary,MALE_35to44,2020-10-09,2020-10-23,7274,37,17,2
project_10,wi,DE,BiographiesTrueStories,MALE_35to44,2020-10-23,2021-02-19,3720,6,17,9
project_1,vc,GB,WomensFavouriteTV,FEMALE_O55,2020-06-24,2020-03-18,2472,7,0,6
project_5,vc,FR,Families,FEMALE_O45,2020-04-29,2020-04-15,15379,48,32,34
project_5,vc,FR,FrenchInfluencers,MALE_O45,2020-04-29,2020-04-15,12484,15,108,18
project_8,vc,GB,ViewedFanSpots,MALE_35to44,2020-11-06,2020-10-30,583,0,0,0
project_5,wi,FR,StrongFemaleLeads,FEMALE_35to44,2020-04-10,2020-04-15,18436,50,32,16
project_6,vc,DE,SpiesSecretOperations,FEMALE_35to44,2020-03-09,2020-02-21,1769,5,2,18
project_5,vc,FR,FrenchCinemaTVSeries,FEMALE_35to44,2020-04-29,2020-04-15,7953,17,13,20
project_12,wi,FR,FrenchCinema,FEMALE_45to54,2020-08-21,2020-09-15,3757,0,0,0
project_6,vc,DE,Control,FEMALE_25to34,2020-03-09,2020-02-21,2220,5,39,30
project_1,vc,AT,BestOfMystery,FEMALE_35to44,2020-07-07,2020-03-18,28951,14,9,33
project_11,wi,FR,Rural,FEMALE_35to44,2020-08-21,2020-09-18,7559,0,0,0
